h_tot_m [mm],PT8_w_m [°C],PT6_m [°C],PT5_m [°C],PT4_m [°C],PT3_m [°C],PT3_m [°C],PT1_c_m [°C],time_h_m [h]
17.84511117,7.380095,3.188868,0.8855307,-2.535368,-5.024475,-5.024475,-9.140429,302.6666667
17.84533117,7.371769,3.173731,0.8618165,-2.549243,-5.013249,-5.013249,-9.160449,302.7
17.84542617,7.375049,3.156519,0.8661053,-2.566651,-5.031413,-5.031413,-9.172778,302.7333333
17.84529117,7.383375,3.182276,0.8837647,-2.553784,-5.017538,-5.017538,-9.153369,302.7666667
17.84540117,7.389429,3.186426,0.8835124,-2.551009,-4.999121,-4.999121,-9.142627,302.8
17.84552617,7.382113,3.183496,0.8966309,-2.551261,-5.017538,-5.017538,-9.144824,302.8333333
17.84548117,7.351335,3.176661,0.8787192,-2.55883,-5.024601,-5.024601,-9.15459,302.8666667
17.84692617,7.361679,3.183496,0.8799806,-2.562362,-5.030152,-5.030152,-9.154101,302.9
17.84725617,7.363192,3.163965,0.874935,-2.560091,-5.031665,-5.031665,-9.159961,302.9333333
17.84871617,7.37505,3.20669,0.885783,-2.538648,-5.014637,-5.014637,-9.132129,302.9666667
17.84896617,7.367985,3.165308,0.8900716,-2.540666,-5.011735,-5.011735,-9.149463,303
17.84877617,7.383627,3.185938,0.8792236,-2.550757,-5.020313,-5.020313,-9.146045,303.0333333
17.84856117,7.375427,3.193018,0.8826294,-2.537891,-5.016276,-5.016276,-9.129687,303.0666667
17.84833617,7.328882,3.153955,0.8492026,-2.57876,-5.055884,-5.055884,-9.188037,303.1
17.84770117,7.372527,3.17837,0.8749349,-2.564884,-5.016024,-5.016024,-9.165088,303.1333333
17.84589117,7.386906,3.201319,0.9009197,-2.528809,-5.006437,-5.006437,-9.13042,303.1666667
17.84530117,7.394727,3.187403,0.8739259,-2.547225,-4.99685,-4.99685,-9.140185,303.2
17.84557117,7.38615,3.187403,0.8910808,-2.535242,-4.999878,-4.999878,-9.137012,303.2333333
17.84547117,7.367481,3.174463,0.8708985,-2.55719,-5.016024,-5.016024,-9.15459,303.2666667
17.84549617,7.387411,3.186182,0.8774577,-2.547477,-5.030909,-5.030909,-9.153735,303.3
17.84532117,7.397376,3.198877,0.893982,-2.536882,-5.004419,-5.004419,-9.13457,303.3333333
17.84524617,7.40116,3.209375,0.9107585,-2.515438,-4.98676,-4.98676,-9.126758,303.3666667
17.84616617,7.363949,3.179346,0.881242,-2.546721,-5.025359,-5.025359,-9.142871,303.4
17.84628117,7.359156,3.186182,0.8872966,-2.546216,-5.018295,-5.018295,-9.150928,303.4333333
17.84705117,7.396493,3.190577,0.9009197,-2.525529,-4.988273,-4.988273,-9.129199,303.4666667
17.84863617,7.39952,3.198633,0.9049561,-2.522249,-4.981336,-4.981336,-9.126269,303.5
17.84903617,7.350326,3.188013,0.8691325,-2.566651,-5.024601,-5.024601,-9.154834,303.5333333
17.84889117,7.395483,3.193506,0.9094971,-2.525277,-4.997608,-4.997608,-9.131885,303.5666667
17.84842117,7.38842,3.197901,0.9038208,-2.522249,-5.002401,-5.002401,-9.135425,303.6
17.84827617,7.364832,3.201563,0.8809896,-2.537386,-5.004167,-5.004167,-9.14458,303.6333333
17.84746617,7.398764,3.195948,0.9087403,-2.529061,-5.001645,-5.001645,-9.134326,303.6666667
17.84651117,7.36294,3.176905,0.8751872,-2.555046,-5.026115,-5.026115,-9.15459,303.7
17.84516617,7.379086,3.194971,0.8693848,-2.553532,-5.015267,-5.015267,-9.150195,303.7333333
17.84530617,7.353605,3.169092,0.8600505,-2.564632,-5.027881,-5.027881,-9.158984,303.7666667
17.84539117,7.379842,3.171778,0.8683757,-2.548486,-5.015015,-5.015015,-9.152637,303.8
17.84545117,7.361679,3.179956,0.8767009,-2.535368,-5.018295,-5.018295,-9.160449,303.8333333
17.84548117,7.371013,3.177881,0.8920899,-2.546721,-4.998364,-4.998364,-9.134326,303.8666667
17.84495117,7.378833,3.177637,0.8875489,-2.552018,-5.016276,-5.016276,-9.136035,303.9
17.84553117,7.380852,3.193262,0.8981445,-2.543189,-5.000383,-5.000383,-9.131396,303.9333333
17.84641117,7.390439,3.200342,0.8880534,-2.550757,-5.020817,-5.020817,-9.132373,303.9666667
17.84673117,7.361426,3.163721,0.8681235,-2.568921,-5.036963,-5.036963,-9.172412,304
17.84703117,7.372527,3.187159,0.8842692,-2.557569,-5.018799,-5.018799,-9.141894,304.0333333
17.84721117,7.345028,3.159571,0.8610597,-2.570435,-5.027124,-5.027124,-9.182666,304.0666667
17.84721617,7.387915,3.193506,0.9014242,-2.537134,-4.995589,-4.995589,-9.139209,304.1
17.84681117,7.375806,3.17251,0.8862875,-2.554289,-5.021322,-5.021322,-9.168017,304.1333333
17.84642117,7.382365,3.172266,0.8841431,-2.551766,-5.019808,-5.019808,-9.165088,304.1666667
17.84567617,7.429163,3.206934,0.9213542,-2.526791,-4.976668,-4.976668,-9.128955,304.2
17.84452617,7.365967,3.168604,0.8774577,-2.546468,-5.018294,-5.018294,-9.144824,304.2333333
17.84316617,7.405071,3.195215,0.9105062,-2.52452,-4.990544,-4.990544,-9.12041,304.2666667
17.84286617,7.36849,3.182032,0.8782146,-2.556307,-5.019051,-5.019051,-9.165576,304.3
17.84277617,7.385393,3.186914,0.8784668,-2.542936,-5.022962,-5.022962,-9.140429,304.3333333
17.84244617,7.374796,3.174097,0.8721599,-2.550379,-5.02889,-5.02889,-9.153613,304.3666667
17.84255617,7.379843,3.196802,0.9064698,-2.511906,-4.999626,-4.999626,-9.136279,304.4
17.84339117,7.382366,3.192286,0.9034424,-2.498283,-4.993571,-4.993571,-9.135058,304.4333333
17.84319117,7.390564,3.20669,0.9094971,-2.518718,-5.004672,-5.004672,-9.154346,304.4666667
17.84312617,7.367481,3.179346,0.9152996,-2.538143,-5.006942,-5.006942,-9.150928,304.5
17.84316617,7.370256,3.193262,0.8890626,-2.535368,-5.006185,-5.006185,-9.146777,304.5333333
17.84369117,7.367985,3.184473,0.9069743,-2.519474,-5.000635,-5.000635,-9.128711,304.5666667
17.84360117,7.363192,3.171289,0.8908285,-2.551514,-5.024854,-5.024854,-9.162646,304.6
17.84326617,7.353858,3.164209,0.882251,-2.564002,-5.020691,-5.020691,-9.171191,304.6333333
17.84313117,7.378833,3.194971,0.8925945,-2.532089,-5.004672,-5.004672,-9.145801,304.6666667
17.84315617,7.377572,3.1896,0.8943604,-2.532341,-4.998617,-4.998617,-9.156665,304.7
17.84223117,7.380725,3.204004,0.9159302,-2.532088,-4.986255,-4.986255,-9.134814,304.7333333
17.83982117,7.401538,3.214502,0.9291749,-2.525025,-4.985751,-4.985751,-9.129687,304.7666667
17.83832117,7.356885,3.180079,0.9039469,-2.557821,-5.015772,-5.015772,-9.156543,304.8
17.83783617,7.380599,3.198145,0.9029379,-2.517456,-4.99231,-4.99231,-9.140674,304.8333333
17.83764117,7.383375,3.19668,0.9054607,-2.538648,-5.004167,-5.004167,-9.141406,304.8666667
17.83746617,7.370003,3.185694,0.8961263,-2.542432,-5.012366,-5.012366,-9.142383,304.9
17.83734617,7.358651,3.186548,0.8857829,-2.555298,-5.025863,-5.025863,-9.160205,304.9333333
17.83793117,7.374797,3.193995,0.8938558,-2.534863,-5.00669,-5.00669,-9.143481,304.9666667
17.83750117,7.370256,3.190088,0.9023072,-2.534863,-5.020313,-5.020313,-9.149341,305
17.83798617,7.388672,3.206934,0.9087403,-2.516952,-4.997355,-4.997355,-9.139453,305.0333333
17.83787117,7.369247,3.186426,0.879476,-2.55328,-5.02561,-5.02561,-9.148486,305.0666667
17.83821617,7.366724,3.194483,0.8983969,-2.547225,-5.022331,-5.022331,-9.151172,305.1
17.83895117,7.384636,3.191309,0.8837647,-2.543441,-4.999121,-4.999121,-9.160449,305.1333333
17.83936117,7.378077,3.184717,0.9021811,-2.543441,-5.002527,-5.002527,-9.138476,305.1666667
17.83894117,7.405827,3.205225,0.9006674,-2.512537,-4.991048,-4.991048,-9.122851,305.2
17.83863617,7.394475,3.213281,0.9072266,-2.510392,-4.97238,-4.97238,-9.130176,305.2333333
17.83846117,7.375554,3.184229,0.8803589,-2.542684,-5.009717,-5.009717,-9.157397,305.2666667
17.83807617,7.384131,3.194483,0.8909546,-2.55328,-5.013249,-5.013249,-9.154346,305.3
17.83710617,7.376815,3.189844,0.8807374,-2.549748,-5.020313,-5.020313,-9.153369,305.3333333
17.83653117,7.351587,3.153223,0.8484457,-2.573714,-5.035702,-5.035702,-9.183398,305.3666667
17.83604617,7.374797,3.188379,0.8893149,-2.541675,-5.016781,-5.016781,-9.14165,305.4
17.83635617,7.362183,3.180811,0.8832602,-2.540666,-5.010726,-5.010726,-9.154101,305.4333333
17.83617617,7.386654,3.188379,0.8812419,-2.549622,-5.015015,-5.015015,-9.149951,305.4666667
17.83674617,7.367985,3.189478,0.8832602,-2.550252,-5.015015,-5.015015,-9.157763,305.5
17.83617617,7.38842,3.205225,0.9064698,-2.530575,-4.999878,-4.999878,-9.122973,305.5333333
17.83813117,7.374292,3.173487,0.882251,-2.554037,-5.024601,-5.024601,-9.150439,305.5666667
17.83810617,7.352723,3.156885,0.8444092,-2.565641,-5.020565,-5.020565,-9.151172,305.6
17.83901117,7.344019,3.160791,0.8517253,-2.587085,-5.05437,-5.05437,-9.175097,305.6333333
17.83952617,7.373283,3.185938,0.882251,-2.556055,-5.018799,-5.018799,-9.147021,305.6666667
17.84009117,7.364454,3.197901,0.8754395,-2.547225,-5.018799,-5.018799,-9.153613,305.7
17.83920117,7.36067,3.180811,0.8895671,-2.553784,-5.02334,-5.02334,-9.146533,305.7333333
17.83985117,7.353858,3.168604,0.8676189,-2.559839,-5.022583,-5.022583,-9.161181,305.7666667
17.84007117,7.354867,3.161768,0.8610597,-2.57876,-5.033684,-5.033684,-9.166186,305.8
17.83922617,7.351083,3.16543,0.854248,-2.569426,-5.037216,-5.037216,-9.155932,305.8333333
17.83803617,7.372022,3.169336,0.8545004,-2.560344,-5.027881,-5.027881,-9.164111,305.8666667
17.83687117,7.401539,3.189844,0.8915854,-2.541927,-5.008456,-5.008456,-9.142627,305.9
17.83753617,7.395988,3.198633,0.9074789,-2.537134,-4.998112,-4.998112,-9.120654,305.9333333
17.83696617,7.380347,3.184717,0.8787191,-2.535116,-5.00013,-5.00013,-9.146045,305.9666667
17.83703617,7.370003,3.183496,0.8792236,-2.544702,-5.028638,-5.028638,-9.153613,306
17.83714117,7.396492,3.189112,0.8989015,-2.549622,-5.036206,-5.036206,-9.139453,306.0333333
17.83743117,7.377068,3.174097,0.8671143,-2.558578,-5.025106,-5.025106,-9.15874,306.0666667
17.84211617,7.386906,3.193262,0.8814942,-2.534359,-5.01451,-5.01451,-9.137622,306.1
17.84177117,7.377698,3.192041,0.8852783,-2.53335,-5.007194,-5.007194,-9.146289,306.1333333
17.84169117,7.369499,3.186182,0.8772054,-2.530827,-5.005176,-5.005176,-9.154834,306.1666667
17.84242117,7.350578,3.170801,0.853239,-2.557316,-5.034945,-5.034945,-9.170459,306.2
17.84226617,7.345028,3.160059,0.8575277,-2.568669,-5.023845,-5.023845,-9.171924,306.2333333
17.84253117,7.345785,3.159571,0.8807374,-2.561857,-5.045289,-5.045289,-9.159472,306.2666667
17.84213117,7.361174,3.173731,0.8678711,-2.545081,-5.027124,-5.027124,-9.169971,306.3
17.84201617,7.376311,3.175928,0.8807373,-2.560217,-5.009969,-5.009969,-9.151416,306.3333333
17.84184117,7.362688,3.170313,0.8792236,-2.559587,-5.009969,-5.009969,-9.161426,306.3666667
17.84095617,7.374671,3.158594,0.8595459,-2.570687,-5.03545,-5.03545,-9.15459,306.4
17.83945117,7.39889,3.183008,0.8661053,-2.533098,-4.998112,-4.998112,-9.144092,306.4333333
17.83938617,7.413648,3.193262,0.9100017,-2.528052,-4.985751,-4.985751,-9.120898,306.4666667
17.83958117,7.399773,3.200098,0.8941081,-2.529818,-4.99786,-4.99786,-9.136035,306.5
17.83920617,7.374545,3.185694,0.8708985,-2.54773,-5.012744,-5.012744,-9.140185,306.5333333
17.83962117,7.385645,3.178858,0.8759441,-2.544955,-5.010852,-5.010852,-9.147998,306.5666667
17.83953117,7.387663,3.218408,0.8983969,-2.527295,-4.985246,-4.985246,-9.133349,306.6
17.84013617,7.375554,3.188379,0.8681235,-2.537134,-5.014006,-5.014006,-9.130664,306.6333333
17.84029617,7.382618,3.20083,0.8735474,-2.529566,-4.992057,-4.992057,-9.138721,306.6666667
17.84111117,7.399646,3.194239,0.8968832,-2.542179,-4.997608,-4.997608,-9.147021,306.7
17.84214617,7.355624,3.170557,0.8759441,-2.565137,-5.038476,-5.038476,-9.157275,306.7333333
17.84238117,7.369751,3.179102,0.9006674,-2.538143,-5.014006,-5.014006,-9.137744,306.7666667
17.84223617,7.382366,3.205469,0.9142904,-2.518718,-4.975912,-4.975912,-9.120654,306.8
17.84209617,7.359913,3.162989,0.8708985,-2.546973,-5.026368,-5.026368,-9.141162,306.8333333
17.84240117,7.351335,3.159815,0.8681235,-2.567407,-5.01615,-5.01615,-9.154346,306.8666667
17.84186617,7.381861,3.165308,0.8756918,-2.557568,-5.013753,-5.013753,-9.147754,306.9
17.84111117,7.364454,3.162745,0.8595459,-2.552523,-5.03545,-5.03545,-9.169116,306.9333333
17.84025117,7.364831,3.175196,0.8440308,-2.556055,-5.03217,-5.03217,-9.16289,306.9666667
17.83970117,7.383626,3.177881,0.8895671,-2.549243,-5.018294,-5.018294,-9.15166,307
17.84006617,7.384131,3.196924,0.8920899,-2.533602,-5.007699,-5.007699,-9.118701,307.0333333
17.83965617,7.368742,3.188379,0.8817465,-2.537891,-5.020565,-5.020565,-9.147021,307.0666667
17.83976617,7.374292,3.177393,0.8832602,-2.551009,-5.012744,-5.012744,-9.150928,307.1
17.84019617,7.348812,3.162989,0.8618165,-2.556055,-5.023718,-5.023718,-9.149219,307.1333333
17.84026617,7.360165,3.173364,0.8691325,-2.562866,-5.040747,-5.040747,-9.145068,307.1666667
17.84121117,7.383122,3.184473,0.8809896,-2.525781,-5.010221,-5.010221,-9.144946,307.2
17.84095117,7.353858,3.187647,0.8633301,-2.547477,-5.00669,-5.00669,-9.159717,307.2333333
17.84183617,7.362183,3.188135,0.8860352,-2.545964,-5.015267,-5.015267,-9.147265,307.2666667
17.84215117,7.390438,3.190577,0.8915854,-2.537638,-4.996094,-4.996094,-9.1375,307.3
17.84276117,7.348055,3.173243,0.8804851,-2.557316,-5.027629,-5.027629,-9.147754,307.3333333
17.84215117,7.364201,3.165674,0.8628256,-2.563371,-5.014258,-5.014258,-9.160449,307.3666667
17.84244617,7.381357,3.200342,0.8880534,-2.54445,-4.989283,-4.989283,-9.135058,307.4
17.84164617,7.367733,3.181787,0.8759441,-2.539404,-5.018042,-5.018042,-9.149707,307.4333333
17.84128617,7.363949,3.180322,0.8749349,-2.539909,-5.027628,-5.027628,-9.158496,307.4666667
17.83989617,7.376563,3.175684,0.8932251,-2.536629,-5.018042,-5.018042,-9.140185,307.5
17.83835117,7.345154,3.165674,0.8703939,-2.561352,-5.021827,-5.021827,-9.161914,307.5333333
17.83753617,7.354615,3.174952,0.8719077,-2.556055,-5.022331,-5.022331,-9.167529,307.5666667
17.83669617,7.377572,3.193506,0.8925944,-2.543441,-5.016276,-5.016276,-9.151904,307.6
17.83672117,7.390186,3.195459,0.8855307,-2.530827,-4.992815,-4.992815,-9.13042,307.6333333
17.83636617,7.382617,3.17959,0.8832602,-2.552271,-5.030152,-5.030152,-9.150928,307.6666667
17.83639617,7.378329,3.194483,0.8898194,-2.543189,-5.024854,-5.024854,-9.148974,307.7
17.83627117,7.38842,3.183252,0.8933513,-2.529566,-5.007699,-5.007699,-9.126269,307.7333333
17.83652617,7.379086,3.184473,0.8812419,-2.548991,-5.017538,-5.017538,-9.1281,307.7666667
17.83654117,7.359534,3.167383,0.8610596,-2.56766,-5.027377,-5.027377,-9.16289,307.8
17.83661617,7.343262,3.165674,0.871403,-2.576237,-5.0632,-5.0632,-9.168994,307.8333333
17.83684617,7.378581,3.188379,0.888558,-2.541675,-5.000383,-5.000383,-9.144336,307.8666667
17.83558117,7.353858,3.16958,0.8779623,-2.554037,-5.010726,-5.010726,-9.14751,307.9
17.83438617,7.341496,3.170313,0.8590414,-2.563623,-5.025106,-5.025106,-9.165332,307.9333333
17.83367117,7.376311,3.184473,0.8913331,-2.537891,-5.004041,-5.004041,-9.140674,307.9666667
17.83254117,7.364958,3.177759,0.884017,-2.542053,-5.008456,-5.008456,-9.152148,308
17.83142117,7.345533,3.1625,0.8459229,-2.569678,-5.034693,-5.034693,-9.17937,308.0333333
17.82999117,7.375301,3.190821,0.8731689,-2.532341,-4.992815,-4.992815,-9.13103,308.0666667
17.83013117,7.345532,3.158838,0.85778,-2.570435,-5.032927,-5.032927,-9.178515,308.1
17.83010617,7.365967,3.165674,0.8706462,-2.556812,-5.019052,-5.019052,-9.15874,308.1333333
17.83007117,7.368238,3.185205,0.8782146,-2.551766,-5.01451,-5.01451,-9.14751,308.1666667
17.83014117,7.375301,3.180079,0.885026,-2.547225,-5.003663,-5.003663,-9.134326,308.2
17.83017117,7.348308,3.179346,0.85778,-2.562614,-5.031665,-5.031665,-9.156543,308.2333333
17.82993617,7.357894,3.174463,0.8630779,-2.560217,-5.012744,-5.012744,-9.152637,308.2666667
17.82990117,7.372527,3.189111,0.884017,-2.538395,-5.011988,-5.011988,-9.151172,308.3
17.83014117,7.371012,3.175196,0.8807373,-2.546721,-5.013501,-5.013501,-9.14165,308.3333333
17.83101117,7.351587,3.160791,0.8610596,-2.556812,-5.033683,-5.033683,-9.154101,308.3666667
17.83094117,7.350578,3.147608,0.8668621,-2.574976,-5.020313,-5.020313,-9.162158,308.4
17.83047117,7.352092,3.166162,0.8592937,-2.554794,-5.031665,-5.031665,-9.16167,308.4333333
17.83135617,7.349317,3.170313,0.8595459,-2.54773,-5.014006,-5.014006,-9.140918,308.4666667
17.83115117,7.420964,3.208887,0.9057129,-2.502572,-4.968848,-4.968848,-9.112109,308.5
17.82990617,7.369499,3.175196,0.8807374,-2.563245,-5.01615,-5.01615,-9.152637,308.5333333
17.82892117,7.329387,3.153223,0.8431478,-2.571192,-5.051595,-5.051595,-9.168994,308.5666667
17.82772617,7.361931,3.17959,0.8751872,-2.542432,-5.023088,-5.023088,-9.162158,308.6
17.82771117,7.373157,3.189844,0.8901978,-2.537134,-4.999878,-4.999878,-9.150928,308.6333333
17.82758117,7.371517,3.185205,0.8767009,-2.546721,-5.00669,-5.00669,-9.149463,308.6666667
17.82740117,7.376563,3.174463,0.886792,-2.549748,-5.021322,-5.021322,-9.146533,308.7
17.82815117,7.366976,3.183252,0.8711507,-2.5611,-5.025611,-5.025611,-9.15166,308.7333333
17.82782617,7.373283,3.193262,0.8769532,-2.545459,-5.023088,-5.023088,-9.159228,308.7666667
17.82824117,7.36521,3.174219,0.8620687,-2.562109,-5.031287,-5.031287,-9.157763,308.8
17.82830117,7.372778,3.186914,0.8799805,-2.53562,-5.002401,-5.002401,-9.154101,308.8333333
17.82930617,7.340235,3.1625,0.8499594,-2.567155,-5.044784,-5.044784,-9.158862,308.8666667
17.82937617,7.347046,3.167871,0.8621948,-2.568669,-5.037216,-5.037216,-9.166919,308.9
17.82935617,7.366724,3.174952,0.8653483,-2.545459,-5.01224,-5.01224,-9.149463,308.9333333
17.82962617,7.396492,3.181055,0.9049561,-2.535368,-4.982975,-4.982975,-9.143603,308.9666667
17.82948117,7.378582,3.18667,0.8827556,-2.539657,-4.993067,-4.993067,-9.132861,309
17.82924117,7.358903,3.173731,0.8633301,-2.560848,-5.028638,-5.028638,-9.175342,309.0333333
17.82888117,7.375554,3.178125,0.8751872,-2.552018,-5.010096,-5.010096,-9.14873,309.0666667
17.82831117,7.387915,3.182153,0.8772054,-2.542432,-4.997103,-4.997103,-9.145556,309.1
17.82786117,7.355876,3.153223,0.8716553,-2.563119,-5.014763,-5.014763,-9.170215,309.1333333
17.82718617,7.389681,3.177393,0.8765748,-2.529818,-4.996599,-4.996599,-9.122973,309.1666667
17.82681617,7.409107,3.180567,0.8943604,-2.519475,-4.993824,-4.993824,-9.130664,309.2
17.82681117,7.413395,3.202051,0.8983969,-2.535368,-4.985751,-4.985751,-9.134814,309.2333333
17.82719117,7.382113,3.182764,0.8872966,-2.526538,-5.000383,-5.000383,-9.144092,309.2666667
17.82708617,7.385141,3.171289,0.8716553,-2.537386,-5.013753,-5.013753,-9.135547,309.3
17.82754617,7.395988,3.196192,0.885783,-2.536377,-4.994833,-4.994833,-9.140429,309.3333333
17.82747117,7.382113,3.177393,0.8825033,-2.548108,-4.999121,-4.999121,-9.143115,309.3666667
17.82819617,7.387663,3.192407,0.873169,-2.537134,-5.006185,-5.006185,-9.152637,309.4
17.82854617,7.368742,3.200586,0.8872966,-2.525025,-4.987769,-4.987769,-9.1281,309.4333333
17.82843617,7.359534,3.156397,0.8550049,-2.565137,-5.024601,-5.024601,-9.163135,309.4666667
17.82822617,7.369751,3.163477,0.8519776,-2.567407,-5.014762,-5.014762,-9.162158,309.5
17.82895117,7.363949,3.176172,0.8734213,-2.544198,-5.012997,-5.012997,-9.150195,309.5333333
17.82794117,7.372778,3.170557,0.8784668,-2.543441,-5.008456,-5.008456,-9.156787,309.5666667
17.82727617,7.367733,3.176172,0.8608074,-2.549496,-5.031413,-5.031413,-9.158984,309.6
17.82660617,7.379338,3.171289,0.8767009,-2.558073,-5.01615,-5.01615,-9.143115,309.6333333
17.82561117,7.349064,3.162378,0.855005,-2.572705,-5.032927,-5.032927,-9.184131,309.6666667
17.82515117,7.360922,3.166651,0.8623211,-2.548991,-5.019051,-5.019051,-9.146777,309.7
17.82561617,7.404818,3.19668,0.8936036,-2.528052,-4.990796,-4.990796,-9.117114,309.7333333
17.82566117,7.365967,3.17959,0.8756918,-2.556559,-5.0299,-5.0299,-9.15874,309.7666667
17.82552117,7.359156,3.162012,0.8716553,-2.558073,-5.01552,-5.01552,-9.164599,309.8
17.82596117,7.358399,3.172998,0.8645915,-2.546468,-5.004672,-5.004672,-9.152392,309.8333333
17.82544117,7.387159,3.194483,0.8797283,-2.537134,-5.005176,-5.005176,-9.141406,309.8666667
17.82605117,7.365463,3.172022,0.8741781,-2.544198,-5.014637,-5.014637,-9.142383,309.9
17.82678617,7.383627,3.181787,0.8754395,-2.524646,-5.006311,-5.006311,-9.138476,309.9333333
17.82689117,7.39397,3.202661,0.9052084,-2.516447,-4.978687,-4.978687,-9.119433,309.9666667
17.82722617,7.358652,3.190577,0.865979,-2.547982,-5.009212,-5.009212,-9.1552,310
17.82702117,7.370886,3.190332,0.873169,-2.536377,-5.009212,-5.009212,-9.161181,310.0333333
17.82661117,7.371013,3.175684,0.8779623,-2.564884,-5.02334,-5.02334,-9.156787,310.0666667
17.82643617,7.34528,3.173731,0.8590414,-2.554289,-5.040495,-5.040495,-9.16289,310.1
17.82608117,7.36849,3.179834,0.8772054,-2.565137,-5.026619,-5.026619,-9.164355,310.1333333
17.82481117,7.366976,3.172022,0.8734213,-2.554036,-5.018547,-5.018547,-9.150928,310.1666667
17.82400117,7.358399,3.161524,0.8552572,-2.566272,-5.02561,-5.02561,-9.172412,310.2
17.82387117,7.332919,3.149927,0.8360841,-2.562866,-5.067489,-5.067489,-9.180469,310.2333333
17.82427617,7.388924,3.162012,0.881242,-2.567155,-5.021826,-5.021826,-9.148242,310.2666667
17.82456117,7.365967,3.186182,0.8678711,-2.551261,-5.020817,-5.020817,-9.159472,310.3
17.82457617,7.368616,3.16958,0.8789714,-2.549495,-5.002654,-5.002654,-9.142627,310.3333333
17.82447617,7.37076,3.170313,0.8678712,-2.563119,-5.023088,-5.023088,-9.150195,310.3666667
17.82518617,7.365967,3.17837,0.8860352,-2.551009,-5.021826,-5.021826,-9.15581,310.4
17.82488617,7.371517,3.186914,0.8746827,-2.569426,-5.010978,-5.010978,-9.143115,310.4333333
17.82565617,7.351082,3.157129,0.8555095,-2.569173,-5.032043,-5.032043,-9.169482,310.4666667
17.82630617,7.328882,3.166773,0.8608074,-2.565515,-5.039738,-5.039738,-9.158008,310.5
17.82629617,7.384384,3.195703,0.8830078,-2.542684,-4.991553,-4.991553,-9.134326,310.5333333
17.82563617,7.37404,3.170557,0.8595459,-2.556559,-5.043018,-5.043018,-9.147876,310.5666667
17.82549117,7.350073,3.164698,0.8630779,-2.562362,-5.040495,-5.040495,-9.153613,310.6
17.82572617,7.350073,3.154932,0.8547526,-2.563119,-5.037215,-5.037215,-9.166553,310.6333333
17.82435617,7.353101,3.169825,0.8567709,-2.561352,-5.024854,-5.024854,-9.166797,310.6666667
17.82366617,7.351082,3.162012,0.8529868,-2.561353,-5.032927,-5.032927,-9.176562,310.7
17.82326117,7.370003,3.183496,0.8804851,-2.536882,-5.005933,-5.005933,-9.154834,310.7333333
17.82398617,7.363445,3.169336,0.8446615,-2.55719,-5.025232,-5.025232,-9.165088,310.7666667
17.82361117,7.348308,3.186182,0.848698,-2.541927,-5.020817,-5.020817,-9.157519,310.8
17.82355117,7.357894,3.175928,0.8648438,-2.560091,-5.029647,-5.029647,-9.157031,310.8333333
17.82367617,7.36294,3.180079,0.865979,-2.541675,-5.003914,-5.003914,-9.147265,310.8666667
17.82413617,7.359661,3.169825,0.8761963,-2.572958,-5.017285,-5.017285,-9.161181,310.9
17.82424617,7.372526,3.197901,0.8847738,-2.541675,-4.997355,-4.997355,-9.150683,310.9333333
17.82493617,7.401538,3.201563,0.9115153,-2.5389,-5.001644,-5.001644,-9.118945,310.9666667
17.82550617,7.35966,3.194483,0.8739259,-2.544198,-5.003915,-5.003915,-9.145312,311
17.82565617,7.392709,3.20083,0.9059653,-2.503076,-4.986255,-4.986255,-9.117236,311.0333333
17.82609117,7.400025,3.205591,0.9094971,-2.488696,-4.969605,-4.969605,-9.115771,311.0666667
17.82647617,7.380599,3.161768,0.8761964,-2.54773,-5.007195,-5.007195,-9.141284,311.1
17.82643617,7.368616,3.172022,0.8962525,-2.541675,-5.00669,-5.00669,-9.151172,311.1333333
17.82603117,7.369373,3.182764,0.8802328,-2.558325,-5.011483,-5.011483,-9.145068,311.1666667
17.82537117,7.379086,3.185938,0.8772054,-2.542179,-5.000887,-5.000887,-9.144824,311.2
17.82426117,7.360417,3.166162,0.8595459,-2.556559,-5.031413,-5.031413,-9.148486,311.2333333
17.82431617,7.371265,3.174952,0.8625733,-2.558326,-5.025863,-5.025863,-9.164111,311.2666667
17.82427617,7.361931,3.170069,0.851473,-2.55328,-5.02107,-5.02107,-9.170215,311.3
17.82403117,7.389934,3.191675,0.8769532,-2.536755,-4.992562,-4.992562,-9.13042,311.3333333
17.82374117,7.375806,3.186548,0.8688803,-2.548234,-5.018799,-5.018799,-9.151416,311.3666667
17.82389617,7.349569,3.156885,0.865979,-2.56211,-5.024097,-5.024097,-9.153003,311.4
17.82397617,7.359534,3.175196,0.8825033,-2.567155,-5.020565,-5.020565,-9.158252,311.4333333
17.82441617,7.348055,3.17251,0.8663575,-2.561605,-5.027628,-5.027628,-9.157275,311.4666667
17.82495117,7.375806,3.180811,0.879476,-2.546721,-5.014762,-5.014762,-9.147265,311.5
17.82502617,7.359408,3.158594,0.8638347,-2.558325,-5.02662,-5.02662,-9.159472,311.5333333
17.82579617,7.386402,3.20083,0.8930991,-2.536125,-5.003663,-5.003663,-9.11748,311.5666667
17.82605117,7.363697,3.172754,0.860555,-2.552271,-5.030152,-5.030152,-9.166064,311.6
17.82562117,7.405575,3.214014,0.9047039,-2.525025,-4.974903,-4.974903,-9.125537,311.6333333
17.82582117,7.369247,3.181299,0.8774577,-2.545711,-4.999121,-4.999121,-9.148242,311.6666667
17.82505117,7.366724,3.158838,0.8708985,-2.567912,-5.031665,-5.031665,-9.16875,311.7
